172, 191, 3, 99.99
172, 1073, 1, 199.99
172, 365, 1, 59.99
172, 365, 1, 59.99
172, 1073, 1, 199.99
173, 235, 4, 34.99
174, 365, 1, 59.99
174, 1073, 1, 199.99
174, 957, 1, 299.98
174, 804, 5, 19.99
175, 957, 1, 299.98
175, 627, 3, 39.99
177, 191, 1, 99.99
177, 191, 2, 99.99
177, 1004, 1, 399.98
177, 1014, 2, 49.98
178, 1014, 1, 49.98
178, 1004, 1, 399.98
179, 365, 4, 59.99
180, 403, 1, 129.99
180, 1014, 2, 49.98
180, 191, 2, 99.99
180, 1073, 1, 199.99
180, 1004, 1, 399.98
181, 905, 3, 24.99
181, 957, 1, 299.98
181, 502, 2, 50.0
181, 627, 1, 39.99
182, 1004, 1, 399.98
184, 191, 1, 99.99
184, 627, 5, 39.99
184, 502, 4, 50.0
184, 1014, 3, 49.98
184, 134, 2, 25.0
185, 1014, 4, 49.98
185, 365, 3, 59.99
185, 771, 4, 39.99
186, 1004, 1, 399.98
186, 957, 1, 299.98
188, 1073, 1, 199.99
188, 1004, 1, 399.98
188, 1014, 2, 49.98
188, 1004, 1, 399.98
188, 502, 4, 50.0
189, 403, 1, 129.99
189, 365, 5, 59.99
189, 191, 3, 99.99
190, 957, 1, 299.98
190, 1004, 1, 399.98
190, 627, 4, 39.99
191, 627, 1, 39.99
192, 821, 1, 51.99
192, 957, 1, 299.98
192, 1004, 1, 399.98
192, 1004, 1, 399.98
193, 1073, 1, 199.99
193, 502, 3, 50.0
193, 191, 4, 99.99
193, 1004, 1, 399.98
194, 627, 3, 39.99
194, 1004, 1, 399.98
194, 1014, 1, 49.98
194, 403, 1, 129.99
195, 835, 4, 31.99
195, 1014, 5, 49.98
195, 1073, 1, 199.99
196, 365, 4, 59.99
197, 502, 5, 50.0
197, 403, 1, 129.99
198, 191, 4, 99.99
200, 502, 5, 50.0
200, 191, 2, 99.99
200, 403, 1, 129.99
200, 1014, 5, 49.98
200, 403, 1, 129.99
201, 1014, 5, 49.98
201, 1014, 4, 49.98
202, 135, 3, 22.0
202, 403, 1, 129.99
204, 365, 3, 59.99
204, 627, 5, 39.99
204, 365, 1, 59.99
205, 365, 1, 59.99
205, 1004, 1, 399.98
206, 1073, 1, 199.99
206, 1004, 1, 399.98
206, 403, 1, 129.99
207, 135, 2, 22.0
207, 502, 3, 50.0
207, 191, 1, 99.99
207, 191, 5, 99.99
207, 627, 5, 39.99
208, 403, 1, 129.99
209, 365, 2, 59.99
209, 172, 2, 30.0
209, 1004, 1, 399.98
209, 957, 1, 299.98
209, 365, 1, 59.99
211, 172, 1, 30.0
211, 822, 5, 47.99
211, 191, 1, 99.99
212, 627, 4, 39.99
213, 957, 1, 299.98
213, 365, 5, 59.99
213, 502, 2, 50.0
214, 627, 4, 39.99
214, 1014, 5, 49.98
214, 191, 2, 99.99
214, 627, 2, 39.99
215, 1073, 1, 199.99
216, 627, 3, 39.99
216, 957, 1, 299.98
216, 957, 1, 299.98
216, 778, 3, 24.99
219, 502, 5, 50.0
219, 1014, 2, 49.98
220, 1004, 1, 399.98
220, 1004, 1, 399.98
220, 502, 2, 50.0
220, 828, 1, 31.99
221, 502, 4, 50.0
221, 403, 1, 129.99
221, 627, 5, 39.99
221, 1004, 1, 399.98
221, 403, 1, 129.99
222, 191, 4, 99.99
222, 365, 2, 59.99
223, 365, 5, 59.99
223, 191, 1, 99.99
223, 365, 1, 59.99
223, 627, 3, 39.99
223, 1073, 1, 199.99
224, 627, 1, 39.99
225, 1073, 1, 199.99
225, 1073, 1, 199.99
225, 403, 1, 129.99
226, 1004, 1, 399.98
226, 403, 1, 129.99
226, 365, 4, 59.99
226, 502, 3, 50.0
227, 191, 4, 99.99
227, 828, 3, 31.99
228, 365, 2, 59.99
228, 1004, 1, 399.98
228, 627, 3, 39.99
228, 1014, 2, 49.98
228, 977, 2, 29.99
229, 1014, 5, 49.98
229, 564, 2, 30.0
229, 502, 3, 50.0
229, 502, 5, 50.0
230, 502, 2, 50.0
231, 1014, 1, 49.98
231, 403, 1, 129.99
231, 627, 2, 39.99
231, 957, 1, 299.98
232, 365, 2, 59.99
232, 835, 1, 31.99
232, 1073, 1, 199.99
234, 627, 2, 39.99
234, 775, 1, 9.99
235, 1004, 1, 399.98
236, 1004, 1, 399.98
236, 627, 4, 39.99
236, 365, 3, 59.99
237, 403, 1, 129.99
237, 365, 4, 59.99
237, 1073, 1, 199.99
237, 502, 1, 50.0
237, 365, 3, 59.99
238, 365, 4, 59.99
238, 403, 1, 129.99
238, 823, 2, 51.99
238, 365, 4, 59.99
239, 957, 1, 299.98
239, 627, 2, 39.99
239, 1014, 3, 49.98
239, 957, 1, 299.98
240, 502, 4, 50.0
240, 1014, 5, 49.98
240, 365, 3, 59.99
240, 1073, 1, 199.99
241, 957, 1, 299.98
241, 1004, 1, 399.98
241, 627, 1, 39.99
242, 1073, 1, 199.99
242, 502, 1, 50.0
242, 627, 2, 39.99
243, 1004, 1, 399.98
243, 775, 3, 9.99
243, 957, 1, 299.98
243, 1004, 1, 399.98
243, 1014, 1, 49.98
244, 403, 1, 129.99
244, 1014, 2, 49.98
244, 1004, 1, 399.98
244, 1014, 1, 49.98
245, 1004, 1, 399.98
246, 403, 1, 129.99
246, 957, 1, 299.98
246, 1004, 1, 399.98
246, 403, 1, 129.99
246, 818, 1, 47.99
247, 1004, 1, 399.98
247, 502, 4, 50.0
247, 957, 1, 299.98
247, 1014, 2, 49.98
248, 191, 1, 99.99
248, 1014, 4, 49.98
249, 1073, 1, 199.99
249, 502, 2, 50.0
249, 1004, 1, 399.98
249, 502, 4, 50.0
250, 365, 4, 59.99
250, 365, 4, 59.99
251, 403, 1, 129.99
252, 1073, 1, 199.99
252, 502, 1, 50.0
252, 365, 2, 59.99
252, 403, 1, 129.99
253, 502, 1, 50.0
253, 191, 1, 99.99
253, 191, 2, 99.99
253, 957, 1, 299.98
254, 365, 2, 59.99
254, 502, 5, 50.0
254, 502, 2, 50.0
255, 1014, 4, 49.98
255, 191, 4, 99.99
255, 1014, 3, 49.98
255, 403, 1, 129.99
256, 1014, 1, 49.98
256, 957, 1, 299.98
256, 365, 1, 59.99
256, 627, 3, 39.99
256, 365, 1, 59.99
257, 191, 2, 99.99
257, 502, 3, 50.0
257, 627, 4, 39.99
259, 502, 1, 50.0
259, 365, 4, 59.99
259, 365, 2, 59.99
260, 191, 2, 99.99
260, 502, 5, 50.0
262, 403, 1, 129.99
262, 134, 2, 25.0
262, 1014, 4, 49.98
262, 191, 5, 99.99
263, 502, 2, 50.0
264, 1004, 1, 399.98
264, 365, 5, 59.99
264, 1073, 1, 199.99
265, 502, 3, 50.0
265, 771, 5, 39.99
265, 502, 1, 50.0
265, 502, 2, 50.0
265, 403, 1, 129.99
266, 1073, 1, 199.99
267, 191, 3, 99.99
268, 365, 1, 59.99
268, 365, 3, 59.99
269, 502, 3, 50.0
271, 1014, 2, 49.98
271, 191, 3, 99.99
271, 365, 4, 59.99
271, 502, 1, 50.0
271, 191, 2, 99.99
272, 818, 4, 47.99
273, 1073, 1, 199.99
273, 957, 1, 299.98
273, 403, 1, 129.99
274, 957, 1, 299.98
274, 191, 1, 99.99
274, 365, 1, 59.99
275, 365, 4, 59.99
275, 365, 5, 59.99
275, 172, 3, 30.0
275, 1004, 1, 399.98
277, 627, 2, 39.99
277, 403, 1, 129.99
278, 365, 5, 59.99
278, 797, 2, 17.99
278, 627, 5, 39.99
278, 502, 4, 50.0
279, 191, 2, 99.99
280, 403, 1, 129.99
281, 957, 1, 299.98
281, 365, 4, 59.99
281, 191, 3, 99.99
281, 1014, 3, 49.98
282, 365, 5, 59.99
283, 627, 3, 39.99
283, 1014, 4, 49.98
283, 1014, 1, 49.98
283, 1073, 1, 199.99
284, 1004, 1, 399.98
284, 191, 3, 99.99
284, 1004, 1, 399.98
284, 1014, 1, 49.98
284, 1014, 4, 49.98
285, 403, 1, 129.99
285, 1073, 1, 199.99
286, 403, 1, 129.99
286, 365, 1, 59.99
286, 1073, 1, 199.99
287, 403, 1, 129.99
287, 365, 1, 59.99
287, 1004, 1, 399.98
287, 957, 1, 299.98
287, 627, 5, 39.99
288, 191, 1, 99.99
289, 191, 3, 99.99
289, 191, 4, 99.99
289, 1073, 1, 199.99
289, 403, 1, 129.99
289, 1073, 1, 199.99
290, 627, 5, 39.99
290, 917, 3, 21.99
292, 1073, 1, 199.99
292, 1073, 1, 199.99
292, 1014, 4, 49.98
292, 957, 1, 299.98
292, 1004, 1, 399.98
293, 627, 4, 39.99
293, 403, 1, 129.99
293, 403, 1, 129.99
294, 1014, 5, 49.98
294, 792, 4, 14.99
294, 957, 1, 299.98
295, 627, 5, 39.99
296, 1014, 1, 49.98
296, 116, 2, 44.99
297, 1014, 3, 49.98
297, 1073, 1, 199.99
297, 134, 1, 25.0
297, 365, 5, 59.99
299, 627, 1, 39.99
300, 116, 1, 44.99
300, 957, 1, 299.98
300, 1073, 1, 199.99
301, 627, 1, 39.99
301, 1004, 1, 399.98
302, 1014, 1, 49.98
302, 957, 1, 299.98
302, 403, 1, 129.99
303, 1073, 1, 199.99
303, 502, 5, 50.0
304, 365, 5, 59.99
304, 1004, 1, 399.98
304, 365, 2, 59.99
304, 1073, 1, 199.99
305, 116, 1, 44.99
306, 191, 1, 99.99
306, 403, 1, 129.99
307, 191, 3, 99.99
307, 365, 2, 59.99
307, 502, 5, 50.0
307, 403, 1, 129.99
307, 906, 2, 24.99
308, 365, 5, 59.99
308, 365, 4, 59.99
311, 1014, 3, 49.98
311, 282, 5, 31.99
311, 1004, 1, 399.98
311, 365, 4, 59.99
311, 818, 2, 47.99
312, 957, 1, 299.98
312, 897, 3, 24.99
313, 627, 2, 39.99
313, 1014, 2, 49.98
314, 1073, 1, 199.99
314, 957, 1, 299.98
314, 567, 5, 25.0
314, 365, 2, 59.99
315, 1014, 3, 49.98
315, 365, 1, 59.99
315, 1073, 1, 199.99
315, 191, 4, 99.99
316, 403, 1, 129.99
318, 403, 1, 129.99
319, 627, 5, 39.99
319, 627, 3, 39.99
320, 403, 1, 129.99
320, 1073, 1, 199.99
321, 365, 5, 59.99
323, 365, 3, 59.99
323, 1004, 1, 399.98
323, 1014, 5, 49.98
323, 403, 1, 129.99
324, 1004, 1, 399.98
324, 1014, 4, 49.98
324, 502, 5, 50.0
325, 835, 4, 31.99
325, 1014, 3, 49.98
326, 627, 2, 39.99
326, 365, 4, 59.99
327, 502, 3, 50.0
327, 1073, 1, 199.99
327, 365, 2, 59.99
327, 403, 1, 129.99
327, 365, 4, 59.99
328, 1073, 1, 199.99
328, 278, 5, 44.99
328, 365, 1, 59.99
330, 957, 1, 299.98
330, 1014, 1, 49.98
330, 365, 3, 59.99
330, 1014, 1, 49.98
330, 403, 1, 129.99
332, 502, 3, 50.0
332, 1073, 1, 199.99
332, 365, 5, 59.99
333, 365, 1, 59.99
333, 191, 2, 99.99
333, 957, 1, 299.98
333, 403, 1, 129.99
334, 191, 5, 99.99
334, 502, 2, 50.0
335, 1004, 1, 399.98
335, 365, 4, 59.99
335, 191, 3, 99.99
335, 365, 1, 59.99
335, 1014, 4, 49.98
336, 957, 1, 299.98
337, 1014, 5, 49.98
337, 502, 3, 50.0
338, 191, 4, 99.99
338, 957, 1, 299.98
338, 365, 4, 59.99
338, 627, 4, 39.99
339, 924, 1, 15.99
339, 365, 5, 59.99
339, 1004, 1, 399.98
339, 977, 1, 29.99
342, 365, 2, 59.99
343, 502, 5, 50.0
343, 502, 4, 50.0
343, 403, 1, 129.99
345, 957, 1, 299.98
345, 1004, 1, 399.98
345, 1004, 1, 399.98
347, 502, 3, 50.0
348, 1073, 1, 199.99
349, 1073, 1, 199.99
349, 403, 1, 129.99
349, 502, 2, 50.0
349, 191, 5, 99.99
350, 365, 5, 59.99
350, 1073, 1, 199.99
350, 1014, 2, 49.98
350, 365, 3, 59.99
350, 1014, 1, 49.98
351, 1014, 3, 49.98
351, 1004, 1, 399.98
351, 403, 1, 129.99
351, 191, 3, 99.99
351, 924, 4, 15.99
352, 365, 1, 59.99
352, 1004, 1, 399.98
352, 821, 5, 51.99
352, 627, 1, 39.99
352, 1004, 1, 399.98
353, 365, 3, 59.99
353, 1014, 4, 49.98
353, 1014, 1, 49.98
353, 403, 1, 129.99
354, 957, 1, 299.98
355, 957, 1, 299.98
355, 1014, 5, 49.98
356, 1014, 4, 49.98
356, 502, 1, 50.0
356, 565, 2, 70.0
356, 191, 2, 99.99
357, 273, 1, 27.99
357, 1073, 1, 199.99
358, 365, 2, 59.99
358, 502, 1, 50.0
358, 1014, 5, 49.98
358, 365, 3, 59.99
359, 924, 4, 15.99
359, 191, 4, 99.99
359, 365, 2, 59.99
359, 502, 3, 50.0
359, 403, 1, 129.99
360, 1073, 1, 199.99
360, 1014, 3, 49.98
360, 365, 1, 59.99
360, 1073, 1, 199.99
360, 1014, 4, 49.98
362, 1073, 1, 199.99
362, 1004, 1, 399.98
362, 502, 4, 50.0
362, 403, 1, 129.99
363, 1073, 1, 199.99
363, 191, 2, 99.99
363, 1004, 1, 399.98
363, 191, 2, 99.99
364, 1004, 1, 399.98
364, 502, 1, 50.0
365, 403, 1, 129.99
366, 365, 3, 59.99
366, 1073, 1, 199.99
366, 403, 1, 129.99
367, 627, 3, 39.99
367, 1004, 1, 399.98
367, 191, 2, 99.99
367, 572, 5, 39.99
367, 627, 2, 39.99
368, 403, 1, 129.99
368, 828, 5, 31.99
368, 957, 1, 299.98
368, 365, 2, 59.99
370, 365, 3, 59.99
370, 365, 3, 59.99
372, 403, 1, 129.99
372, 957, 1, 299.98
373, 1004, 1, 399.98
373, 502, 1, 50.0
373, 502, 1, 50.0
373, 365, 2, 59.99
375, 565, 1, 70.0
375, 93, 1, 24.99
376, 1014, 1, 49.98
376, 365, 4, 59.99
376, 1004, 1, 399.98
376, 502, 2, 50.0
377, 1073, 1, 199.99
378, 1014, 1, 49.98
378, 627, 3, 39.99
378, 835, 1, 31.99
378, 1073, 1, 199.99
381, 810, 5, 19.99
382, 1004, 1, 399.98
382, 191, 3, 99.99
383, 627, 5, 39.99
383, 403, 1, 129.99
383, 1073, 1, 199.99
384, 957, 1, 299.98
384, 365, 4, 59.99
384, 191, 3, 99.99
384, 1073, 1, 199.99
385, 191, 1, 99.99
385, 627, 3, 39.99
385, 957, 1, 299.98
385, 627, 1, 39.99
385, 365, 3, 59.99
386, 1004, 1, 399.98
386, 1014, 3, 49.98
387, 1014, 5, 49.98
388, 627, 3, 39.99
389, 1014, 4, 49.98
389, 1014, 4, 49.98
389, 191, 3, 99.99
390, 642, 3, 30.0
390, 1004, 1, 399.98
390, 1014, 2, 49.98
390, 403, 1, 129.99
391, 403, 1, 129.99
392, 627, 5, 39.99
392, 365, 3, 59.99
392, 403, 1, 129.99
392, 1004, 1, 399.98
392, 365, 5, 59.99
393, 957, 1, 299.98
394, 502, 1, 50.0
395, 172, 4, 30.0
396, 135, 4, 22.0
396, 728, 3, 65.0
397, 1073, 1, 199.99
397, 828, 2, 31.99
398, 957, 1, 299.98
398, 502, 1, 50.0
398, 957, 1, 299.98
398, 1004, 1, 399.98
399, 365, 5, 59.99
399, 1004, 1, 399.98
399, 957, 1, 299.98
399, 1073, 1, 199.99
399, 703, 3, 19.99
401, 403, 1, 129.99
402, 1014, 3, 49.98
402, 1014, 5, 49.98
402, 1004, 1, 399.98
403, 502, 3, 50.0
403, 1014, 4, 49.98
403, 365, 3, 59.99
403, 957, 1, 299.98
403, 1073, 1, 199.99
404, 502, 4, 50.0
404, 1073, 1, 199.99
404, 191, 5, 99.99
404, 1014, 5, 49.98
404, 365, 1, 59.99
405, 627, 3, 39.99
405, 403, 1, 129.99
405, 1014, 5, 49.98
405, 191, 2, 99.99
407, 403, 1, 129.99
407, 1014, 1, 49.98
407, 1014, 4, 49.98
408, 365, 1, 59.99
409, 403, 1, 129.99
409, 191, 1, 99.99
410, 191, 5, 99.99
411, 957, 1, 299.98
411, 627, 5, 39.99
411, 502, 4, 50.0
413, 1014, 5, 49.98
413, 1014, 3, 49.98
413, 502, 4, 50.0
413, 1073, 1, 199.99
413, 703, 2, 19.99
414, 191, 5, 99.99
414, 403, 1, 129.99
414, 502, 3, 50.0
414, 403, 1, 129.99
414, 502, 1, 50.0
415, 365, 1, 59.99
415, 797, 1, 17.99
415, 1073, 1, 199.99
416, 1073, 1, 199.99
417, 957, 1, 299.98
417, 403, 1, 129.99
417, 191, 5, 99.99
417, 1004, 1, 399.98
417, 1014, 1, 49.98
418, 403, 1, 129.99
418, 502, 1, 50.0
418, 1004, 1, 399.98
419, 1073, 1, 199.99
419, 957, 1, 299.98
419, 1073, 1, 199.99
419, 191, 2, 99.99
421, 1004, 1, 399.98
422, 1014, 4, 49.98
422, 1004, 1, 399.98
423, 1014, 5, 49.98
423, 957, 1, 299.98
